Ask,BaseVolume,Bid,Created,High,Last,Low,MarketName,OpenBuyOrders,OpenSellOrders,PrevDay,TimeStamp,TimeStampCall,Volume
0.07201491,6189.54188541,0.072,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,4155,12075,0.0701575,2017-09-18T21:20:15.167,2017-09-19 02:50:17.733394,84555.0302534
0.07201492,6189.55012416,0.072,2015-08-14T09:02:24.817,0.07595384,0.07201491,0.06964501,BTC-ETH,4145,12078,0.0701575,2017-09-18T21:20:20.043,2017-09-19 02:50:23.098127,84555.1409117
0.07201492,6189.54016336,0.072,2015-08-14T09:02:24.817,0.07595384,0.07201492,0.06964501,BTC-ETH,4148,12075,0.0701575,2017-09-18T21:20:26.997,2017-09-19 02:50:28.492827,84554.998636
0.07201492,6189.44670516,0.072,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,4145,12074,0.0701575,2017-09-18T21:20:31.607,2017-09-19 02:50:34.119447,84553.6613407
0.07201492,6189.53876792,0.072,2015-08-14T09:02:24.817,0.07595384,0.07201492,0.06964501,BTC-ETH,4142,12075,0.0701575,2017-09-18T21:20:32.933,2017-09-19 02:50:39.753890,84554.9397253
0.07201493,6189.21788677,0.07201492,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,4128,12070,0.07000001,2017-09-18T21:20:44.857,2017-09-19 02:50:46.042931,84550.3579037
0.07201492,6189.49333346,0.072,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,4105,12069,0.07000001,2017-09-18T21:20:49.667,2017-09-19 02:50:52.241335,84554.1827728
0.07201492,6189.49434345,0.072,2015-08-14T09:02:24.817,0.07595384,0.07201492,0.06964501,BTC-ETH,4087,12073,0.07000001,2017-09-18T21:20:54.543,2017-09-19 02:50:57.669979,84554.1967976
0.07201492,6189.49434345,0.072,2015-08-14T09:02:24.817,0.07595384,0.07201492,0.06964501,BTC-ETH,4087,12073,0.07000001,2017-09-18T21:20:54.543,2017-09-19 02:51:02.925452,84554.1967976
0.072,6189.57158353,0.071881,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,4054,12070,0.07000001,2017-09-18T21:21:05.043,2017-09-19 02:51:08.522536,84555.2693573
0.07199999,6189.57259099,0.071881,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,4052,12071,0.07000001,2017-09-18T21:21:12.637,2017-09-19 02:51:13.925809,84555.2833498
0.07199998,6189.5530565,0.071881,2015-08-14T09:02:24.817,0.07595384,0.07199999,0.06964501,BTC-ETH,4052,12073,0.07000001,2017-09-18T21:21:18.823,2017-09-19 02:51:19.579904,84555.0038859
0.07199998,6190.50039938,0.071881,2015-08-14T09:02:24.817,0.07595384,0.07199997,0.06964501,BTC-ETH,4050,12073,0.0701,2017-09-18T21:21:26.043,2017-09-19 02:51:27.508825,84568.1215929
0.07199997,6190.50039938,0.071881,2015-08-14T09:02:24.817,0.07595384,0.07199997,0.06964501,BTC-ETH,4050,12073,0.0701,2017-09-18T21:21:26.887,2017-09-19 02:51:32.892174,84568.1215929
0.07199997,6190.40379547,0.071881,2015-08-14T09:02:24.817,0.07595384,0.07199997,0.06964501,BTC-ETH,4049,12073,0.0701,2017-09-18T21:21:36.137,2017-09-19 02:51:38.318517,84566.7397414
0.07199997,6190.40379547,0.071881,2015-08-14T09:02:24.817,0.07595384,0.07199997,0.06964501,BTC-ETH,4049,12073,0.0701,2017-09-18T21:21:36.137,2017-09-19 02:51:43.740841,84566.7397414
0.07199999,6190.39628974,0.07199997,2015-08-14T09:02:24.817,0.07595384,0.07199997,0.06964501,BTC-ETH,4048,12074,0.0701,2017-09-18T21:21:46.95,2017-09-19 02:51:49.128278,84566.6091153
0.072,6190.39628974,0.071881,2015-08-14T09:02:24.817,0.07595384,0.07199997,0.06964501,BTC-ETH,4048,12074,0.0701,2017-09-18T21:21:52.56,2017-09-19 02:51:54.598807,84566.6091153
0.07201493,6191.11640892,0.071881,2015-08-14T09:02:24.817,0.07595384,0.07201493,0.06964501,BTC-ETH,4082,12069,0.0701,2017-09-18T21:21:58.777,2017-09-19 02:52:00.026930,84576.6091153
0.07201493,6190.75271599,0.07177,2015-08-14T09:02:24.817,0.07595384,0.0718726,0.06964501,BTC-ETH,4106,12071,0.07027498,2017-09-18T21:22:04.637,2017-09-19 02:52:05.453526,84571.3355837
0.072014,6190.75271599,0.07177,2015-08-14T09:02:24.817,0.07595384,0.0718726,0.06964501,BTC-ETH,4106,12071,0.07027498,2017-09-18T21:22:06.73,2017-09-19 02:52:11.392598,84571.3355837
0.07177,6191.89925499,0.07167664,2015-08-14T09:02:24.817,0.07595384,0.071656,0.06964501,BTC-ETH,4128,12070,0.07027498,2017-09-18T21:22:14.76,2017-09-19 02:52:17.028249,84587.3246395
0.07177,6191.89925499,0.07167664,2015-08-14T09:02:24.817,0.07595384,0.071656,0.06964501,BTC-ETH,4128,12070,0.07027498,2017-09-18T21:22:14.76,2017-09-19 02:52:23.578757,84587.3246395
0.07201399,6192.67582417,0.071661,2015-08-14T09:02:24.817,0.07595384,0.071661,0.06964501,BTC-ETH,4127,12073,0.07015751,2017-09-18T21:22:28.34,2017-09-19 02:52:29.107240,84598.1549148
0.07167664,6192.59595784,0.07165116,2015-08-14T09:02:24.817,0.07595384,0.07167664,0.06964501,BTC-ETH,4127,12076,0.07015751,2017-09-18T21:22:33.12,2017-09-19 02:52:34.534859,84597.0155221
0.072013,6192.56606773,0.07165116,2015-08-14T09:02:24.817,0.07595384,0.07167664,0.06964501,BTC-ETH,4130,12078,0.07016,2017-09-18T21:22:38.213,2017-09-19 02:52:40.063504,84596.5879027
0.07201397,6192.37653414,0.07165116,2015-08-14T09:02:24.817,0.07595384,0.07165116,0.06964501,BTC-ETH,4127,12075,0.07015751,2017-09-18T21:22:43.747,2017-09-19 02:52:45.491393,84593.8239443
0.07201399,6192.37653414,0.07165116,2015-08-14T09:02:24.817,0.07595384,0.07165116,0.06964501,BTC-ETH,4127,12075,0.07015751,2017-09-18T21:22:48.7,2017-09-19 02:52:51.020640,84593.8239443
0.072014,6192.33646877,0.07165116,2015-08-14T09:02:24.817,0.07595384,0.07165116,0.06964501,BTC-ETH,4126,12073,0.07015751,2017-09-18T21:22:53.857,2017-09-19 02:52:56.764848,84593.2520764
0.072014,6192.33646877,0.07165117,2015-08-14T09:02:24.817,0.07595384,0.07165116,0.06964501,BTC-ETH,4126,12073,0.07015751,2017-09-18T21:22:56.747,2017-09-19 02:53:03.528381,84593.2520764
0.07201399,6192.0654626,0.07165116,2015-08-14T09:02:24.817,0.07595384,0.07165117,0.06964501,BTC-ETH,4074,12075,0.07015751,2017-09-18T21:23:07.76,2017-09-19 02:53:09.337987,84589.3840155
0.07165117,6192.0681436,0.07165116,2015-08-14T09:02:24.817,0.07595384,0.07201399,0.06964501,BTC-ETH,4042,12076,0.07015751,2017-09-18T21:23:12.51,2017-09-19 02:53:15.595782,84589.4099961
0.07201493,6192.10892348,0.07165117,2015-08-14T09:02:24.817,0.07595384,0.07201493,0.06964501,BTC-ETH,4021,12073,0.0701,2017-09-18T21:23:17.417,2017-09-19 02:53:21.163632,84589.9256187
0.07201399,6192.10964362,0.07165118,2015-08-14T09:02:24.817,0.07595384,0.07201493,0.06964501,BTC-ETH,4007,12073,0.0701,2017-09-18T21:23:24.98,2017-09-19 02:53:26.629656,84589.9356187
0.07201399,6191.9564434,0.07165118,2015-08-14T09:02:24.817,0.07595384,0.07201399,0.06964501,BTC-ETH,3995,12076,0.07015751,2017-09-18T21:23:27.84,2017-09-19 02:53:32.018818,84587.7483899
0.07165117,6193.15749008,0.07165116,2015-08-14T09:02:24.817,0.07595384,0.07165117,0.06964501,BTC-ETH,3955,12079,0.07015751,2017-09-18T21:23:36.653,2017-09-19 02:53:37.508210,84604.5108053
0.07165117,6193.35151678,0.07165116,2015-08-14T09:02:24.817,0.07595384,0.07165117,0.06964501,BTC-ETH,3935,12079,0.07015751,2017-09-18T21:23:41.497,2017-09-19 02:53:42.936945,84607.109652
0.07165117,6193.99736884,0.07165116,2015-08-14T09:02:24.817,0.07595384,0.07165117,0.06964501,BTC-ETH,3912,12080,0.07015751,2017-09-18T21:23:47.247,2017-09-19 02:53:49.288317,84616.1234906
0.072118,6198.7277788,0.07165117,2015-08-14T09:02:24.817,0.07595384,0.07165116,0.06964501,BTC-ETH,3890,12074,0.07016,2017-09-18T21:23:54.683,2017-09-19 02:53:55.360512,84681.8007414
0.07211799,6200.18096395,0.07165833,2015-08-14T09:02:24.817,0.07595384,0.07211799,0.06964501,BTC-ETH,3875,12075,0.07016,2017-09-18T21:23:59.98,2017-09-19 02:54:00.736556,84701.9508472
0.07211797,6200.2008494,0.07165119,2015-08-14T09:02:24.817,0.07595384,0.07211798,0.06964501,BTC-ETH,3872,12079,0.07016,2017-09-18T21:24:04.137,2017-09-19 02:54:06.178001,84702.2072917
0.07211298,6200.2008494,0.0716512,2015-08-14T09:02:24.817,0.07595384,0.07211798,0.06964501,BTC-ETH,3872,12079,0.07016,2017-09-18T21:24:10.433,2017-09-19 02:54:11.400078,84702.2072917
0.072,6200.40598666,0.07165119,2015-08-14T09:02:24.817,0.07595384,0.07165117,0.06964501,BTC-ETH,3918,12076,0.07016,2017-09-18T21:24:15.62,2017-09-19 02:54:16.929919,84705.0457498
0.072,6200.40598666,0.0716512,2015-08-14T09:02:24.817,0.07595384,0.07165117,0.06964501,BTC-ETH,3918,12076,0.07016,2017-09-18T21:24:18.42,2017-09-19 02:54:22.561515,84705.0457498
0.072,6199.77563094,0.07166,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,3965,12079,0.07025771,2017-09-18T21:24:26.513,2017-09-19 02:54:27.992398,84696.0107639
0.072,6199.77563094,0.07166,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,3965,12079,0.07025771,2017-09-18T21:24:26.513,2017-09-19 02:54:33.521397,84696.0107639
0.072,6199.77563094,0.07166002,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,3968,12078,0.07025771,2017-09-18T21:24:36.323,2017-09-19 02:54:39.358812,84696.0107639
0.072,6199.82727218,0.07166002,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,4032,12079,0.07015751,2017-09-18T21:24:44.543,2017-09-19 02:54:45.601491,84696.7143809
0.072,6199.83509158,0.0717,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,4036,12083,0.07015751,2017-09-18T21:24:46.997,2017-09-19 02:54:51.008659,84696.8229836
0.07215014,6199.79640396,0.07170001,2015-08-14T09:02:24.817,0.07595384,0.0717,0.06964501,BTC-ETH,4062,12082,0.07015751,2017-09-18T21:24:55.247,2017-09-19 02:54:56.657146,84696.2327036
0.07215014,6199.79640396,0.07170001,2015-08-14T09:02:24.817,0.07595384,0.0717,0.06964501,BTC-ETH,4062,12082,0.07015751,2017-09-18T21:24:55.247,2017-09-19 02:55:02.293039,84696.2327036
0.07219999,6199.68671183,0.07215014,2015-08-14T09:02:24.817,0.07595384,0.07215014,0.06964501,BTC-ETH,4060,12080,0.07015751,2017-09-18T21:25:07.527,2017-09-19 02:55:08.195488,84694.6676312
0.0720116,6199.70051988,0.07192508,2015-08-14T09:02:24.817,0.07595384,0.0720116,0.06964501,BTC-ETH,4048,12079,0.07016,2017-09-18T21:25:10.92,2017-09-19 02:55:13.660578,84694.8576723
0.07212288,6199.91443688,0.07192508,2015-08-14T09:02:24.817,0.07595384,0.07212288,0.06964501,BTC-ETH,4037,12079,0.07016,2017-09-18T21:25:14.45,2017-09-19 02:55:19.106980,84697.8276904
0.07212288,6199.91515353,0.07192508,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4059,12082,0.07016,2017-09-18T21:25:21.45,2017-09-19 02:55:24.615416,84697.8376542
0.0720116,6199.8264474,0.07192508,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4087,12084,0.07016,2017-09-18T21:25:28.823,2017-09-19 02:55:30.068748,84696.5728313
0.0720116,6199.81236326,0.07192508,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4104,12082,0.07016,2017-09-18T21:25:34.17,2017-09-19 02:55:35.571822,84696.3707109
0.0720116,6199.81236326,0.07192508,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4104,12082,0.07016,2017-09-18T21:25:33.433,2017-09-19 02:55:41.106362,84696.3707109
0.07192508,6199.71704528,0.0718,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4131,12084,0.07016,2017-09-18T21:25:41.67,2017-09-19 02:55:49.293888,84695.0069911
0.07192508,6199.71704528,0.0718,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4131,12084,0.07016,2017-09-18T21:25:41.67,2017-09-19 02:55:55.133136,84695.0069911
0.07192508,6199.51399054,0.0718,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4139,12083,0.07024191,2017-09-18T21:25:56.31,2017-09-19 02:56:00.504251,84692.1148965
0.07192508,6199.51399054,0.0718,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4139,12083,0.07024191,2017-09-18T21:25:56.31,2017-09-19 02:56:05.935559,84692.1148965
0.07192508,6199.39135581,0.0718,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4139,12084,0.07015751,2017-09-18T21:26:08.903,2017-09-19 02:56:11.401195,84690.3627026
0.07192508,6199.39185242,0.07186254,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4138,12084,0.07015751,2017-09-18T21:26:16.073,2017-09-19 02:56:16.840543,84690.3696072
0.07192508,6199.39185242,0.07186254,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4138,12084,0.07015751,2017-09-18T21:26:16.073,2017-09-19 02:56:22.194616,84690.3696072
0.07192508,6199.21959765,0.07186254,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4144,12085,0.0701,2017-09-18T21:26:26.857,2017-09-19 02:56:27.691443,84687.9119755
0.07192507,6199.36211235,0.07186254,2015-08-14T09:02:24.817,0.07595384,0.07192507,0.06964501,BTC-ETH,4144,12085,0.0701,2017-09-18T21:26:31.293,2017-09-19 02:56:33.123547,84689.8934083
0.07192507,6199.94120862,0.07166101,2015-08-14T09:02:24.817,0.07595384,0.07166101,0.06964501,BTC-ETH,4137,12089,0.0701,2017-09-18T21:26:37.293,2017-09-19 02:56:39.268069,84697.9682674
0.07186254,6200.78165967,0.07166007,2015-08-14T09:02:24.817,0.07595384,0.07166101,0.06964501,BTC-ETH,4138,12088,0.0701,2017-09-18T21:26:42.357,2017-09-19 02:56:45.350574,84709.6964172
0.07186254,6200.71841114,0.07166501,2015-08-14T09:02:24.817,0.07595384,0.07186254,0.06964501,BTC-ETH,4134,12089,0.0701,2017-09-18T21:26:47.12,2017-09-19 02:56:50.734223,84708.793982
0.07192507,6200.74356345,0.07186254,2015-08-14T09:02:24.817,0.07595384,0.07192507,0.06964501,BTC-ETH,4138,12086,0.0701,2017-09-18T21:26:54.45,2017-09-19 02:56:56.160731,84709.143982
0.07192507,6200.74639665,0.07186254,2015-08-14T09:02:24.817,0.07595384,0.07192507,0.06964501,BTC-ETH,4139,12086,0.0701,2017-09-18T21:26:58.62,2017-09-19 02:57:01.587829,84709.1833731
0.07166102,6204.01114898,0.07166101,2015-08-14T09:02:24.817,0.07595384,0.07166102,0.06964501,BTC-ETH,4138,12089,0.07019998,2017-09-18T21:27:05.45,2017-09-19 02:57:07.015329,84754.7313137
0.07192508,6204.4029582,0.07192507,2015-08-14T09:02:24.817,0.07595384,0.07192507,0.06964501,BTC-ETH,4140,12086,0.07019998,2017-09-18T21:27:11.433,2017-09-19 02:57:12.400813,84760.1900628
0.07192507,6200.95868848,0.07166601,2015-08-14T09:02:24.817,0.07595384,0.07192507,0.06964501,BTC-ETH,4134,12086,0.07,2017-09-18T21:27:17.22,2017-09-19 02:57:17.794663,84710.9829888
0.07192508,6201.96290395,0.071666,2015-08-14T09:02:24.817,0.07595384,0.071666,0.06964501,BTC-ETH,4140,12087,0.07,2017-09-18T21:27:24.23,2017-09-19 02:57:24.629529,84724.9828828
0.07192508,6202.77049945,0.07166601,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4139,12085,0.07,2017-09-18T21:27:29.23,2017-09-19 02:57:30.055390,84736.2297235
0.07192508,6202.77099606,0.07166601,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4141,12087,0.07,2017-09-18T21:27:33.59,2017-09-19 02:57:35.479094,84736.236628
0.07192508,6202.77099606,0.07166602,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4141,12087,0.07,2017-09-18T21:27:36.153,2017-09-19 02:57:40.909141,84736.236628
0.07192508,6205.13090354,0.07175557,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4139,12085,0.07,2017-09-18T21:27:43.903,2017-09-19 02:57:47.158382,84769.1615396
0.07192508,6206.73082413,0.07175559,2015-08-14T09:02:24.817,0.07595384,0.07175557,0.06964501,BTC-ETH,4138,12085,0.06999499,2017-09-18T21:27:50.967,2017-09-19 02:57:52.991949,84791.4558836
0.07192508,6206.76378629,0.07192507,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4142,12086,0.06999499,2017-09-18T21:27:57.42,2017-09-19 02:57:58.418854,84791.9152183
0.07192508,6207.91978976,0.07192507,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4142,12085,0.06999499,2017-09-18T21:27:58.527,2017-09-19 02:58:03.846140,84807.9875464
0.07192508,6210.01478344,0.0717556,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4144,12085,0.06999999,2017-09-18T21:28:07.683,2017-09-19 02:58:09.272628,84837.1307457
0.07192508,6210.06039657,0.0717556,2015-08-14T09:02:24.817,0.07595384,0.07192508,0.06964501,BTC-ETH,4142,12088,0.06999999,2017-09-18T21:28:13.357,2017-09-19 02:58:14.698565,84837.7649859
0.0717556,6211.12753665,0.07168101,2015-08-14T09:02:24.817,0.07595384,0.0717556,0.06964501,BTC-ETH,4141,12085,0.06999999,2017-09-18T21:28:19.513,2017-09-19 02:58:20.337716,84852.6368418
0.0717556,6211.48504274,0.07168104,2015-08-14T09:02:24.817,0.07595384,0.0717556,0.06964501,BTC-ETH,4135,12085,0.06999999,2017-09-18T21:28:25.967,2017-09-19 02:58:26.987996,84857.6191163
0.0717556,6211.91401473,0.07168105,2015-08-14T09:02:24.817,0.07595384,0.0717556,0.06964501,BTC-ETH,4136,12086,0.06999999,2017-09-18T21:28:31.637,2017-09-19 02:58:32.415122,84863.597508
0.0717556,6212.05711753,0.07168105,2015-08-14T09:02:24.817,0.07595384,0.0717556,0.06964501,BTC-ETH,4140,12087,0.06999998,2017-09-18T21:28:36.92,2017-09-19 02:58:38.150481,84865.5907706
0.07192508,6212.06675303,0.07168106,2015-08-14T09:02:24.817,0.07595384,0.07168106,0.06964501,BTC-ETH,4141,12087,0.06971527,2017-09-18T21:28:45.7,2017-09-19 02:58:47.366172,84865.52883
0.0721,6213.00199817,0.07168107,2015-08-14T09:02:24.817,0.07595384,0.07202508,0.06964501,BTC-ETH,4141,12086,0.06971527,2017-09-18T21:28:50.903,2017-09-19 02:58:52.763956,84878.52883
0.07202507,6212.0087333,0.07192508,2015-08-14T09:02:24.817,0.07595384,0.07202507,0.06964501,BTC-ETH,4141,12088,0.06971527,2017-09-18T21:28:54.933,2017-09-19 02:58:58.228837,84864.2806651
0.07168601,6216.54818986,0.07168106,2015-08-14T09:02:24.817,0.07595384,0.07168601,0.06964501,BTC-ETH,4133,12088,0.06971527,2017-09-18T21:29:03.013,2017-09-19 02:59:03.648269,84927.4366353
0.07168601,6216.56093813,0.07168106,2015-08-14T09:02:24.817,0.07595384,0.07168601,0.06964501,BTC-ETH,4138,12088,0.06971527,2017-09-18T21:29:06.293,2017-09-19 02:59:09.176711,84927.6144704
0.07168601,6216.56093813,0.07168106,2015-08-14T09:02:24.817,0.07595384,0.07168601,0.06964501,BTC-ETH,4138,12088,0.06971527,2017-09-18T21:29:06.293,2017-09-19 02:59:14.398360,84927.6144704
0.07230211,6218.12854544,0.0723,2015-08-14T09:02:24.817,0.07595384,0.0723,0.06964501,BTC-ETH,4142,12077,0.06971527,2017-09-18T21:29:17.323,2017-09-19 02:59:19.878822,84949.3078687
0.07230211,6218.48591257,0.0723,2015-08-14T09:02:24.817,0.07595384,0.0723,0.06964501,BTC-ETH,4138,12077,0.06971527,2017-09-18T21:29:24.7,2017-09-19 02:59:25.355011,84954.2402227
0.07232,6218.68331898,0.0723,2015-08-14T09:02:24.817,0.07595384,0.0723,0.06964501,BTC-ETH,4137,12078,0.06971527,2017-09-18T21:29:27.277,2017-09-19 02:59:30.783099,84956.9706021
0.072,6220.18174703,0.07172835,2015-08-14T09:02:24.817,0.07595384,0.07174255,0.06964501,BTC-ETH,4139,12085,0.06964501,2017-09-18T21:29:35.403,2017-09-19 02:59:36.927917,84977.5318416
0.072,6220.19716211,0.07174255,2015-08-14T09:02:24.817,0.07595384,0.07172835,0.06964501,BTC-ETH,4141,12084,0.06964501,2017-09-18T21:29:38.027,2017-09-19 02:59:42.303394,84977.7467508
0.072,6220.1946567,0.07174255,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,4141,12084,0.06964501,2017-09-18T21:29:46.747,2017-09-19 02:59:47.985671,84977.7059216
0.072,6220.29839613,0.071748,2015-08-14T09:02:24.817,0.07595384,0.071748,0.06964501,BTC-ETH,4143,12084,0.06964501,2017-09-18T21:29:52.23,2017-09-19 02:59:53.390852,84979.1335433
0.072,6220.33419529,0.07174255,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,4144,12086,0.06964501,2017-09-18T21:29:57.45,2017-09-19 02:59:59.146896,84979.6307541
0.071748,6220.44198896,0.07174258,2015-08-14T09:02:24.817,0.07595384,0.071748,0.06964501,BTC-ETH,4142,12088,0.06964501,2017-09-18T21:30:03.497,2017-09-19 03:00:04.531161,84981.0894969
0.07230196,6220.11760732,0.071748,2015-08-14T09:02:24.817,0.07595384,0.071748,0.06964501,BTC-ETH,4147,12087,0.06964501,2017-09-18T21:30:08.573,2017-09-19 03:00:10.307383,84976.3394518
0.07230191,6220.12200148,0.07174804,2015-08-14T09:02:24.817,0.07595384,0.07230192,0.06964501,BTC-ETH,4144,12090,0.06998499,2017-09-18T21:30:15.23,2017-09-19 03:00:15.735472,84976.3997701
0.07229468,6221.51445391,0.07175301,2015-08-14T09:02:24.817,0.07595384,0.07174809,0.06964501,BTC-ETH,4151,12092,0.06998499,2017-09-18T21:30:20.433,2017-09-19 03:00:22.025914,84995.8035423
0.07229468,6221.53267197,0.07175302,2015-08-14T09:02:24.817,0.07595384,0.07175301,0.06964501,BTC-ETH,4147,12091,0.06998499,2017-09-18T21:30:25.683,2017-09-19 03:00:27.614247,84996.056879
0.0723019,6221.64961084,0.07175303,2015-08-14T09:02:24.817,0.07595384,0.07175302,0.06964501,BTC-ETH,4146,12091,0.06998499,2017-09-18T21:30:32.34,2017-09-19 03:00:33.365112,84997.6860569
0.07230184,6223.427491,0.07175303,2015-08-14T09:02:24.817,0.07595384,0.07230184,0.06964501,BTC-ETH,4145,12091,0.06998499,2017-09-18T21:30:37.497,2017-09-19 03:00:38.757539,85022.4564942
0.07230191,6223.43372359,0.071758,2015-08-14T09:02:24.817,0.07595384,0.071758,0.06964501,BTC-ETH,4147,12089,0.06998499,2017-09-18T21:30:42.653,2017-09-19 03:00:44.206396,85022.5427849
0.072,6223.6247438,0.07176301,2015-08-14T09:02:24.817,0.07595384,0.0723019,0.06964501,BTC-ETH,4149,12089,0.06998499,2017-09-18T21:30:49.92,2017-09-19 03:00:51.168707,85025.1954427
0.072,6223.6247438,0.07180001,2015-08-14T09:02:24.817,0.07595384,0.0723019,0.06964501,BTC-ETH,4149,12089,0.06998499,2017-09-18T21:30:55.48,2017-09-19 03:00:56.592453,85025.1954427
0.07180001,6223.64261277,0.0718,2015-08-14T09:02:24.817,0.07595384,0.07180001,0.06964501,BTC-ETH,4149,12089,0.06998499,2017-09-18T21:30:59.747,2017-09-19 03:01:02.021166,85025.4443141
0.072,6225.73855557,0.071758,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,4147,12092,0.06998497,2017-09-18T21:31:07.013,2017-09-19 03:01:07.755810,85054.6326182
0.072,6224.84034418,0.07176519,2015-08-14T09:02:24.817,0.07595384,0.072,0.06964501,BTC-ETH,4149,12091,0.06998495,2017-09-18T21:31:11.467,2017-09-19 03:01:13.182986,85041.79733
